from_sub,to_sub,voltage_kv,length_km,category,circuits,X_pu,MVAmax,intersects
190173,190179,115,0.011119492664825002,mst,1,6.726347169648395e-05,174,False
220152,220155,115,0.011119492664429959,mst,1,6.726347169409428e-05,174,False
210006,210035,115,13.737823829051326,delaunay,1,0.08310214792620842,174,False
210087,210005,115,14.558019842331081,delaunay,1,0.08806363609727687,174,False
210064,210081,115,16.622073659716268,delaunay,1,0.10054940588108138,174,False
210035,210019,115,15.057634323248493,delaunay,1,0.09108587870396063,174,False
210087,210091,115,15.044892753931448,delaunay,1,0.0910088030483566,174,False
210069,210081,115,15.934661364508225,delaunay,1,0.0963911462503333,174,False
210069,210082,115,15.93446630416694,delaunay,1,0.09638996630119888,174,False
210035,210038,115,15.41453082865787,delaunay,1,0.09324479896352587,174,False
210006,210089,115,15.758621226291446,delaunay,1,0.09532625316471197,174,False
210023,210035,115,15.85208012394276,delaunay,1,0.09589159999360461,174,False
210036,210038,115,15.983881890693555,delaunay,1,0.09668888856374173,174,False
210038,210037,115,14.55191702525367,delaunay,1,0.08802671924539084,174,False
210071,210096,115,17.977199879568843,delaunay,1,0.10874676675731626,174,False
210098,210083,115,18.185905469472587,delaunay,1,0.1100092580383975,174,False
210071,210083,115,18.402074500942238,delaunay,1,0.11131689679208914,174,False
240149,210081,115,19.375207156646287,delaunay,1,0.11720352155249172,174,False
210297,210071,115,18.694301835883692,delaunay,1,0.11308462358190513,174,False
210084,210086,115,17.90911435759815,delaunay,1,0.10833490726713436,174,False
210186,210267,115,16.19447869742789,delaunay,1,0.09796282009786246,174,False
210305,210091,115,18.398265276927248,delaunay,1,0.11129385422715915,174,False
210083,210086,115,19.318807525044907,delaunay,1,0.11686235175830569,174,False
210247,210155,115,16.614514885991124,delaunay,1,0.10050368173000303,174,False
210089,210005,115,19.89818550012451,delaunay,1,0.1203670956529271,174,False
210072,210083,115,21.381495211352398,delaunay,1,0.12933985761120542,174,False
210186,210155,115,17.924219393326887,delaunay,1,0.10842627988401898,174,False
210166,210267,115,17.959095867659435,delaunay,1,0.10863725288565255,174,False
210113,210107,115,13.754779519689784,delaunay,1,0.0832047154310157,174,False
210257,210186,115,18.198413543096017,delaunay,1,0.11008492124368102,174,False
210049,210039,115,18.536071764403427,delaunay,1,0.11212746624969938,174,False
210114,210117,115,14.124998825240333,delaunay,1,0.08544422729824021,174,False
210013,210012,115,12.624771115274807,delaunay,1,0.07636912583909147,174,False
260003,260010,115,12.71175985068485,delaunay,1,0.07689533369034314,174,False
240005,240020,115,36.23250965852108,delaunay,1,0.21917586182848292,174,False
260007,260005,115,13.098519853638292,delaunay,1,0.0792349027063186,174,False
260007,260008,115,13.254262553159085,delaunay,1,0.08017701355408142,174,False
260004,260090,115,13.879300758972983,delaunay,1,0.08395796300323921,174,False
210204,210130,115,14.073465519580562,delaunay,1,0.08513249463640417,174,False
260007,260010,115,14.011507197036664,delaunay,1,0.08475769949058096,174,False
260090,150168,115,14.757248154372187,delaunay,1,0.08926879790924575,174,False
210013,210324,115,14.427952835728187,delaunay,1,0.08727684135034065,174,False
260019,260016,115,15.744364494416207,delaunay,1,0.09524001206452148,174,False
150366,210013,115,15.166977881577893,delaunay,1,0.09174731421748443,174,False
260019,260199,115,15.126906580270578,delaunay,1,0.09150491693169346,174,False
210204,210147,115,15.3593495678003,delaunay,1,0.09291099927591863,174,False
260187,260090,115,15.956938525539055,delaunay,1,0.09652590412424382,174,False
240046,240319,115,44.28140438270496,delaunay,1,0.2678648280239242,174,False
260019,260017,115,17.204038237150066,neighbor_2,1,0.10406979651962231,174,False
250187,250186,115,14.298925884209655,delaunay,1,0.08649633805192987,174,False
210204,210192,115,16.842224737791895,delaunay,1,0.10188113262936496,174,False
260019,260010,115,16.79966833833912,delaunay,1,0.10162370261377163,174,False
150015,260090,115,17.64029632540398,delaunay,1,0.10670878684554393,174,False
260019,260198,115,17.77280697518046,delaunay,1,0.10751036355496686,174,False
240013,240008,115,32.460880383178704,delaunay,1,0.19636071309295247,174,False
250194,250196,115,13.895369834120494,delaunay,1,0.08405516723853608,174,False
240020,240009,115,48.544451077978124,delaunay,1,0.2936526341200945,174,False
240010,240009,115,48.89896429918366,delaunay,1,0.2957971375375949,174,False
260006,260090,115,18.22690791230249,delaunay,1,0.11025728793831374,174,False
260019,260013,115,19.381460478542255,neighbor_2,1,0.11724134883050137,174,False
230166,230175,115,14.463959651555662,delaunay,1,0.08749465195648039,174,False
260198,260004,115,19.27793226456364,delaunay,1,0.11661509120340954,174,False
250181,250183,115,14.962811069787403,delaunay,1,0.09051227868302399,174,False
210359,210114,115,17.549092459402228,delaunay,1,0.10615708103986225,174,False
140004,270003,115,15.120610070628489,delaunay,1,0.09146682840455797,174,False
