bus_id,lat,lng,mw_load,sub_name,sub_num
1,33.089854,-96.6086,147.832,Sub_1,1
2,32.962141,-96.898585,104.462,Sub_2,2
3,33.005262,-96.896742,115.026,Sub_3,3
4,33.114327,-96.693964,85.912,Sub_4,4
5,32.963417,-96.984664,86.274,Sub_5,5
6,33.056789,-96.730859,101.846,Sub_6,6
7,33.075422,-96.802686,86.08200000000001,Sub_7,7
8,33.090085,-96.740008,109.306,Sub_8,8
9,33.149434,-96.860974,232.31,Sub_9,9
10,33.157388,-96.778665,160.538,Sub_10,10
11,32.928902,-96.619782,123.016,Sub_11,11
12,32.857447,-96.575798,125.44200000000001,Sub_12,12
13,32.773069,-97.005227,86.38,Sub_13,13
14,32.729439,-96.996469,82.634,Sub_14,14
15,32.664684,-97.029478,188.12,Sub_15,15
16,33.070183,-96.917762,119.348,Sub_16,16
17,32.796483,-96.954806,98.614,Sub_17,17
18,32.825907,-96.966915,107.96600000000001,Sub_18,18
19,32.84737,-96.957871,98.592,Sub_19,19
20,32.920035,-96.984164,79.662,Sub_20,20
21,33.013747,-97.000171,134.394,Sub_21,21
22,33.172654,-96.9517,139.312,Sub_22,22
23,33.171698,-96.695086,218.17000000000002,Sub_23,23
24,33.245816,-96.63072,125.538,Sub_24,24
25,33.031561,-96.673164,106.918,Sub_25,25
26,32.976063,-96.74208,107.416,Sub_26,26
27,32.948918,-96.709719,81.65,Sub_27,27
28,32.942177,-96.452525,73.436,Sub_28,28
29,33.604131,-96.550405,51.464,Sub_29,29
30,33.034224,-96.811608,95.816,Sub_30,30
31,32.51693,-95.883547,30.716,Sub_31,31
32,32.042784,-96.343754,8.3,Sub_32,32
33,32.599427,-96.864075,106.236,Sub_33,33
34,32.32695,-96.589539,57.802,Sub_34,34
35,32.742601,-96.452883,104.156,Sub_35,35
36,32.568163,-96.250214,43.492000000000004,Sub_36,36
37,32.364579,-96.244987,28.672,Sub_37,37
38,32.436676,-96.079558,13.902000000000001,Sub_38,38
39,32.817399,-96.630416,123.726,Sub_39,39
40,32.703269,-95.994666,25.874,Sub_40,40
41,32.736827,-96.907506,155.84,Sub_41,41
42,32.711324,-96.781215,108.506,Sub_42,42
43,32.710306,-96.678549,173.622,Sub_43,43
44,32.868529,-96.876118,82.22,Sub_44,44
45,32.76681,-96.6869,121.264,Sub_45,45
46,32.824924,-96.679438,150.606,Sub_46,46
47,32.912633,-96.736637,136.506,Sub_47,47
48,32.999309,-96.841688,110.12,Sub_48,48
49,32.790203,-95.631982,8.664,Sub_49,49
50,33.857959,-95.64937,1.48,Sub_50,50
51,33.801868,-95.151966,1.318,Sub_51,51
52,33.141516,-95.934235,6.168,Sub_52,52
53,33.321715,-96.378507,5.782,Sub_53,53
54,33.663063,-94.997258,8.354000000000001,Sub_54,54
55,33.615093,-95.900092,6.83,Sub_55,55
56,33.40225,-95.483203,0.394,Sub_56,56
57,32.997657,-95.932679,5.322,Sub_57,57
58,33.216815,-94.975144,55.4,Sub_58,58
59,33.815579,-95.488005,6.886,Sub_59,59
60,32.924005,-96.109433,31.824,Sub_60,60
61,33.708311,-96.240654,2.062,Sub_61,61
62,33.167968,-95.608224,50.216,Sub_62,62
63,32.924728,-95.568154,7.926,Sub_63,63
64,33.119332,-94.220491,22.536,Sub_64,64
65,33.503694,-94.627358,10.526,Sub_65,65
66,33.185033,-94.36393,2.34,Sub_66,66
67,33.002696,-94.383454,8.45,Sub_67,67
68,33.459359,-94.439042,21.406,Sub_68,68
69,33.325004,-94.550659,2.738,Sub_69,69
70,32.867555,-94.549488,4.208,Sub_70,70
71,32.138496,-94.274156,25.662,Sub_71,71
72,33.020475,-94.729699,10.212,Sub_72,72
73,32.791213,-94.999846,27.766000000000002,Sub_73,73
74,32.688692,-94.871843,20.786,Sub_74,74
75,32.239409,-94.728328,32.156,Sub_75,75
76,33.011304,-94.572161,9.794,Sub_76,76
77,32.794973,-94.310306,14.548,Sub_77,77
78,32.631317,-94.171261,5.172,Sub_78,78
79,32.038799,-94.57588,2.664,Sub_79,79
80,32.468303,-94.299079,32.96,Sub_80,80
81,31.925449,-94.704029,4.8500000000000005,Sub_81,81
82,32.965131,-94.951917,26.966,Sub_82,82
83,32.470841,-94.118036,8.774000000000001,Sub_83,83
84,32.094348,-95.906047,34.712,Sub_84,84
85,32.42667,-95.667877,16.042,Sub_85,85
86,32.641695,-95.075624,9.61,Sub_86,86
87,32.110362,-95.348104,27.282,Sub_87,87
88,32.642043,-95.234859,15.014000000000001,Sub_88,88
89,32.158557,-95.643712,5.104,Sub_89,89
90,32.681453,-95.447702,28.61,Sub_90,90
91,31.863226,-95.484612,0.22,Sub_91,91
92,32.816459,-95.424768,16.236,Sub_92,92
93,31.775433,-95.19655,21.862000000000002,Sub_93,93
94,32.109512,-95.094194,16.758,Sub_94,94
95,32.4761,-95.100668,5.722,Sub_95,95
96,31.734462,-95.531204,31.616,Sub_96,96
97,31.881777,-95.679494,43.022,Sub_97,97
98,31.473667,-96.009365,12.31,Sub_98,98
99,31.268635,-95.843907,4.896,Sub_99,99
100,31.284891,-95.490625,22.85,Sub_100,100
101,31.4789,-96.229757,1.358,Sub_101,101
102,31.606693,-95.58334,12.796000000000001,Sub_102,102
103,31.782559,-96.093621,12.594,Sub_103,103
