a_id,b_id,a_name,b_name,a_lat,a_lon,b_lat,b_lon,voltage_tier,is_bridge,bridge_pop_cut,eb_unweighted,eb_popweighted,sced_binding
746,4669,Naruna Substation,,31.04763,-98.1909,31.07564,-98.19966,EDGES_MID_LO,0,0,41294.93827672318,1559852813366.3628,0
251,4989,BASF Substation,,29.00156,-95.39648,29.00036,-95.3804,EDGES_MID_LO,1,55308.888625592415,16892.0,1557203790024.7642,0
2000,4992,Freeport Substation,,28.94047,-95.34854,28.93468,-95.34919,EDGES_MID_LO,1,55308.888625592415,16892.0,1557203790024.7642,0
226,1668,Crystal Substation,Fort Worth Pipe Substation,30.32127,-95.38726,30.3188,-95.41188,EDGES_MID_LO,1,55308.888625592415,12672.0,1557203790024.764,0
4944,4943,,,29.93925,-95.52499,29.96434,-95.49002,EDGES_MID_LO,1,55308.888625592415,16892.0,1557203790024.7454,0
2781,4919,Warvue Substation,,29.83812,-94.89759,29.82789,-94.91147,EDGES_MID_LO,1,55308.888625592415,21110.0,1557203790024.734,0
2106,4919,Cedar Bayou Substation,,29.75798,-94.95007,29.82789,-94.91147,EDGES_MID_LO,1,55308.888625592415,29540.0,1557203790024.734,0
2772,4813,Garden Villas Substation,,29.65125,-95.31465,29.65201,-95.32761,EDGES_MID_LO,0,0,20392.103824127462,1556736927688.3936,0
4813,4902,,,29.65201,-95.32761,29.6519,-95.32903,EDGES_MID_LO,0,0,24253.86572888913,1556736927688.3936,0
2114,2775,Bayou Cogen Substation,Powell Substation,29.62622,-95.04648,29.62649,-95.03892,EDGES_MID_LO,0,0,12669.000000000004,1556184098971.0854,0
4841,2083,,West Galveston Substation,29.28758,-94.86709,29.29621,-94.82718,EDGES_MID_LO,0,0,12664.0,1554144716863.758,0
4841,2566,,Tiki Island Substation,29.28758,-94.86709,29.30425,-94.90108,EDGES_MID_LO,0,0,16882.0,1554144716863.758,0
2051,2566,Stewart Substation,Tiki Island Substation,29.22777,-94.91068,29.30425,-94.90108,EDGES_MID_LO,0,0,12662.0,1554144716863.7544,0
2419,2412,Marion Substation,Cibolo Substation,29.62073,-98.14887,29.5784,-98.2075,EDGES_MID_LO,0,0,32912.57590500704,1551860624456.629,0
2730,4836,Chappel Hill Substation,,30.13843,-96.32542,30.12409,-96.32269,EDGES_MID_LO,0,0,12691.282963812535,1550104485513.221,0
1990,1991,Heights Substation,Apache Substation,29.38989,-94.94996,29.37877,-94.94754,EDGES_MID_LO,0,0,12645.0,1550065952649.0916,0
3433,1831,,North Lake Substation,32.97453,-96.91564,32.95132,-96.97599,EDGES_MID_LO,0,0,24324.10854468953,1548876833990.2078,0
2528,3851,Roanoke Substation,,32.99176,-97.26158,33.01192,-97.23591,EDGES_MID_LO,0,0,47750.84818420229,1546543464023.7751,0
2049,2047,Edna Substation,Ganado Substation,28.95655,-96.64609,29.01319,-96.50278,EDGES_MID_LO,0,0,18745.348564638593,1543675140907.894,0
1116,1118,Choke Canyon Substation,Three Rivers Refinery Substation,28.45497,-98.21916,28.45851,-98.1907,EDGES_MID_LO,0,0,30070.3908195951,1542131495223.4558,0
2880,778,,Harper Substation,30.18907,-99.31942,30.29892,-99.24023,EDGES_MID_LO,0,0,26237.56186234733,1541419100702.9763,0
2131,4,Mason Creek Substation,Rio Lago Solar,29.76054,-99.02239,29.75668,-99.09483,EDGES_MID_LO,0,0,19927.248448283754,1539632269731.1975,0
4512,2402,,Irving Grant Street Substation,32.81531,-96.91856,32.81719,-96.94527,EDGES_MID_LO,0,0,23951.493868991165,1536077543120.4658,0
2616,4924,Westwood Substation,,29.69004,-95.53673,29.66652,-95.53639,EDGES_MID_LO,0,0,33498.24022614851,1535749942931.3757,0
1796,1799,Uvalde Substation,Knippa Substation,29.2129,-99.79833,29.28864,-99.64604,EDGES_MID_LO,0,0,29195.265000676398,1535318160748.742,0
754,1789,Blewett Substation,Asphalt Mines Substation,29.20026,-100.03804,29.18814,-100.02416,EDGES_MID_LO,1,54258.05084745763,21110.0,1527674810196.1726,0
4857,2630,,Fort Bend Substation,29.6275,-95.8183,29.56324,-95.80045,EDGES_MID_LO,0,0,15716.905165951735,1526483846052.3337,0
4380,4031,,,32.91019,-96.63648,32.90468,-96.66099,EDGES_MID_LO,0,0,12109.634912919348,1524203223394.0396,0
2291,2230,Angus Valley Substation,Hamilton Substation,30.40064,-97.77789,30.40088,-97.74436,EDGES_MID_LO,0,0,33109.748068362045,1523087730414.0786,0
1115,2399,Choate Substation,Coleto Creek Substation,28.81553,-97.74081,28.71683,-97.21262,EDGES_MID_LO,0,0,24752.860296519455,1522999041025.6702,0
921,926,Henry Substation,West Childress Substation,34.43051,-100.22739,34.41939,-100.2271,EDGES_MID_LO,1,53924.58620689656,29539.999999999996,1518303853105.5935,0
269,2725,Mockingbird Substation,Glidden Substation,29.70118,-96.57375,29.69679,-96.57193,EDGES_MID_LO,0,0,14747.917200119859,1515889449873.5725,0
680,2230,McNeil Substation,Hamilton Substation,30.39506,-97.68926,30.40088,-97.74436,EDGES_MID_LO,0,0,24602.903773772225,1509663054113.1292,0
409,270,Ricebird Substation,Nada Substation,29.23396,-96.27864,29.3921,-96.38714,EDGES_MID_LO,0,0,12023.582581307523,1509203023561.357,0
241,342,Leon Switching Station,Putnam Switching Station,32.37378,-98.76902,32.3835,-99.19411,EDGES_MID_LO,0,0,20740.564898995333,1508550131861.5527,0
2756,2749,Ellington Substation,Webster Substation,29.58829,-95.18072,29.52853,-95.1045,EDGES_MID_LO,0,0,16784.716573195125,1501032541824.806,0
4400,1827,,Carrollton-Tarpley Road Substation,32.97586,-96.84916,32.98213,-96.85054,EDGES_MID_LO,0,0,21694.27391132151,1500735498498.7336,0
1633,2310,Deer Creek Substation,Capote Substation,29.55515,-97.78369,29.56831,-97.87835,EDGES_MID_LO,0,0,32119.746663964095,1500425586171.0498,0
4400,1828,,Carrollton-Josey Lane Substation,32.97586,-96.84916,32.97748,-96.8891,EDGES_MID_LO,0,0,41995.32377877536,1498170094664.0364,0
2648,2643,Brittmoore Substation,Sauer Substation,29.79459,-95.5721,29.78869,-95.55266,EDGES_MID_LO,0,0,12332.77142857143,1496721543527.2925,0
384,1035,Vinson Station,Abilene South Substation,32.35952,-99.69999,32.35897,-99.75146,EDGES_MID_LO,0,0,25068.960067986507,1492981071171.8655,0
1514,5500,Gray Substation,,35.40797,-100.82017,35.40486,-100.81598,EDGES_HIGH,0,0,34075.09988674895,1492262525732.603,0
3440,1516,,Tesla Substation,34.3788,-100.09062,34.37381,-100.08739,EDGES_HIGH,0,0,42366.76655341563,1492262525732.603,0
3440,5500,,,34.3788,-100.09062,35.40486,-100.81598,EDGES_HIGH,0,0,38215.766553415626,1492262525732.603,0
1714,2338,Christoval Substation,San Angelo Southland Hills Substation,31.19184,-100.4908,31.40321,-100.49185,EDGES_MID_LO,0,0,85739.53452973958,1491154013146.476,0
5304,5291,,,32.79118,-96.91449,32.78713,-96.91512,EDGES_HIGH,0,0,45143.41253162721,1490925252480.9534,0
4165,2029,,Formosa Plastics Switching Station,28.79302,-96.55342,28.68634,-96.55125,EDGES_MID_LO,0,0,12314.813895853227,1490330258294.3643,0
1833,1834,Lebanon Substation,Lebanon Substation,33.13703,-96.77487,33.11113,-96.77471,EDGES_MID_LO,0,0,49725.9031874089,1489385349034.2253,0
5044,5045,,,31.93346,-102.46403,32.00863,-102.35387,EDGES_MID_LO,0,0,138576.60647484564,1489131878716.843,0
2417,1931,Elm Creek Substation,New Berlin Substation,29.46735,-98.00018,29.48763,-98.04406,EDGES_MID_LO,0,0,22462.360173322217,1488282410538.074,0
957,2710,Triangle Park Substation,Dansby Substation,30.72541,-96.44937,30.72206,-96.45889,EDGES_MID_LO,0,0,15999.668411864332,1483332343958.5862,0
2683,2559,De Zavala Road Substation,Hill Country Substation,29.57152,-98.56633,29.61929,-98.57225,EDGES_MID_LO,0,0,22161.619245051505,1482142848318.0576,0
2096,3013,Petson Substation,,29.25303,-95.22031,29.26322,-95.25789,EDGES_MID_LO,0,0,15299.802917729008,1481981825609.0986,0
2099,3013,Liverpool Substation,,29.27912,-95.295,29.26322,-95.25789,EDGES_MID_LO,0,0,19497.136251061595,1481981825609.0986,0
355,5166,Norfork Substation,,32.24306,-98.22363,32.20641,-98.25745,EDGES_MID_LO,0,0,7037.778405103174,1481939152381.1577,0
5101,5166,,,32.20888,-98.25738,32.20641,-98.25745,EDGES_MID_LO,0,0,11254.778405103414,1481939152381.1577,0
1803,2148,J. K. Spruce Switchyard,Hot Wells Substation,29.31216,-98.31978,29.37012,-98.45487,EDGES_MID_LO,0,0,22349.315322559934,1475828341848.5286,0
1797,1614,Sabinal Substation,Razorback Substation,29.2989,-99.4636,29.32156,-99.21803,EDGES_MID_LO,0,0,30778.783227939366,1475695143398.6953,0
442,2043,Magruder Substation,Thomaston Substation,28.84118,-97.00994,28.99759,-97.1487,EDGES_MID_LO,0,0,17517.5577478077,1474671773273.397,0
4184,3247,,,32.00146,-96.37582,32.03889,-96.2811,EDGES_MID_LO,0,0,82379.76990750001,1471386425316.0833,0
4363,3692,,,31.85652,-96.80023,31.94248,-96.52536,EDGES_MID_LO,0,0,58316.65198361293,1471386425316.0833,0
2947,3247,,,32.0723,-96.22351,32.03889,-96.2811,EDGES_MID_LO,0,0,85113.24609797585,1471386425316.0833,0
4184,3692,,,32.00146,-96.37582,31.94248,-96.52536,EDGES_MID_LO,0,0,58853.36226913067,1471386425316.0833,0
3408,2947,,,32.1277,-96.10279,32.0723,-96.22351,EDGES_MID_LO,0,0,91926.52455208216,1471386425316.0833,0
2930,4363,,,31.89546,-96.87201,31.85652,-96.80023,EDGES_MID_LO,0,0,59204.031420842526,1471386425316.0833,0
3240,1738,,Hillsboro Substation,31.95279,-97.06181,32.01488,-97.13707,EDGES_MID_LO,0,0,62045.288236902335,1471386425316.0833,0
3240,2930,,,31.95279,-97.06181,31.89546,-96.87201,EDGES_MID_LO,0,0,60504.22030973133,1471386425316.0833,0
160,4809,Hanna Substation,,29.5977,-95.03135,29.60315,-95.03344,EDGES_MID_LO,0,0,27992.983010700296,1469527820216.885,0
2162,2658,Lytle Substation,Somerset Substation,29.25076,-98.80427,29.24212,-98.64938,EDGES_MID_LO,0,0,33534.25303355923,1469445026792.6738,0
2587,84,Antler Substation,Bergheim Substation,29.77683,-98.41336,29.79013,-98.52769,EDGES_HIGH,0,0,29266.000636731627,1465142563568.02,0
578,542,Palmhurst Substation,Merett Substation,26.27195,-98.23791,26.27062,-98.17916,EDGES_MID_LO,0,0,29211.98571428573,1453951580785.093,0
2784,2555,Benbrook Substation,Calmont Substation,32.68532,-97.47123,32.73456,-97.44949,EDGES_MID_LO,0,0,25296.315786777122,1453533038992.1707,0
2699,3055,Toyota Substation,,29.26902,-98.53732,29.27816,-98.57211,EDGES_MID_LO,0,0,48403.34938696649,1447875571742.4922,0
1404,1405,Key Substation,Gail Substation,32.69251,-101.78935,32.65835,-101.45882,EDGES_MID_LO,0,0,81520.68232302711,1446129062901.4504,0
1797,1799,Sabinal Substation,Knippa Substation,29.2989,-99.4636,29.28864,-99.64604,EDGES_MID_LO,0,0,29336.459418415616,1445303732711.7444,0
384,5096,Vinson Station,,32.35952,-99.69999,32.36192,-99.62251,EDGES_MID_LO,0,0,22274.702492228884,1442754193691.0344,0
1801,1859,Lomo Alto Substation,Greenville Avenue Substation,32.84994,-96.81256,32.8412,-96.76922,EDGES_MID_LO,0,0,11135.042599066324,1436055649786.239,0
2061,415,South Lane City Substation,Magill Substation,29.19473,-96.01582,29.01229,-95.96925,EDGES_MID_LO,0,0,13619.28059163058,1431983157377.6675,0
253,2062,Retrieve Substation,Lake Jackson Substation,29.09984,-95.4928,29.05296,-95.42413,EDGES_MID_LO,0,0,16651.034206603046,1426215313728.2913,0
2792,2723,W. A. Parish Station (138 kV),Crabb River Road Substation,29.48303,-95.63039,29.56286,-95.69852,EDGES_MID_LO,0,0,11487.800345637359,1426009242850.3447,0
170,1988,Intercity Substation,Caddo Substation,29.37941,-94.95331,29.37962,-94.94402,EDGES_MID_LO,0,0,15853.952380952385,1424261568903.0437,0
1841,5342,Euless Substation,,32.86542,-97.0994,32.85969,-97.12041,EDGES_MID_LO,0,0,21107.007649177584,1421729348932.2485,0
5339,5342,,,32.8591,-97.12262,32.85969,-97.12041,EDGES_MID_LO,0,0,19031.224125838096,1421729348932.2485,0
1850,5339,Bedford Substation,,32.85268,-97.14735,32.8591,-97.12262,EDGES_MID_LO,0,0,26114.387948135285,1421729348932.2485,0
2836,4797,W. A. Parish Station (345 kV),,29.4809,-95.62368,29.52747,-95.60283,EDGES_MID_LO,0,0,22161.22603328051,1421634576951.1423,0
4426,3237,,,33.00402,-96.75404,33.00162,-96.72221,EDGES_MID_LO,0,0,24760.921749151174,1421205269931.8625,0
2514,4426,West Plano Substation,,33.01275,-96.77736,33.00402,-96.75404,EDGES_MID_LO,0,0,24323.187689402897,1421205269931.8625,0
1714,1734,Christoval Substation,Santiago Substation,31.19184,-100.4908,31.11624,-100.51322,EDGES_MID_LO,0,0,81953.65401025867,1420651341018.6362,0
2400,2133,Cypress Creek Substation,Raymond F. Barker Substation,29.95925,-98.91345,29.95837,-99.04634,EDGES_MID_LO,0,0,24812.577410335012,1420511896627.7627,0
382,342,Estes Station,Putnam Switching Station,32.36588,-99.52565,32.3835,-99.19411,EDGES_MID_LO,0,0,18867.221843511634,1419908662459.4824,0
685,686,Rohr Substation,Goforth Substation,29.93559,-97.87895,29.99245,-97.8416,EDGES_MID_LO,0,0,19721.995477660617,1416833504080.5735,0
1701,5391,Lillian Substation,,32.49087,-97.19511,32.4918,-97.12234,EDGES_MID_LO,0,0,24340.285501966067,1416419449822.6582,0
2105,775,Fredericksburg Substation,Hollmig Substation,30.25975,-98.88515,30.25245,-98.88211,EDGES_MID_LO,0,0,18584.792806779955,1416330577944.7512,0
5096,382,,Estes Station,32.36192,-99.62251,32.36588,-99.52565,EDGES_MID_LO,0,0,19212.064527143757,1416248132958.5352,0
2784,2783,Benbrook Substation,Faron Street Substation,32.68532,-97.47123,32.70981,-97.40534,EDGES_MID_LO,0,0,18946.62471361156,1405783502756.7554,0
3425,2467,,Tyler Substation,32.32955,-95.42168,32.27979,-95.34629,EDGES_HIGH,0,0,48325.37023739502,1400334979319.348,0
2040,450,Vanderbilt Substation,Sam Rayburn Switchyard,28.80579,-96.64582,28.89428,-97.13417,EDGES_MID_LO,0,0,18395.53371585013,1396734190398.3816,0
1800,5369,Reagan Street Substation,,32.80376,-96.81918,32.79656,-96.82025,EDGES_MID_LO,0,0,16390.047217188563,1391809279639.194,0
5421,4158,,,33.00387,-96.66537,33.00429,-96.68683,EDGES_MID_LO,0,0,31574.95966353176,1391301772438.909,0
4158,5319,,,33.00429,-96.68683,33.0042,-96.69263,EDGES_MID_LO,0,0,27994.6586319962,1391301772438.909,0
2290,2291,Riverplace Substation,Angus Valley Substation,30.39873,-97.8424,30.40064,-97.77789,EDGES_MID_LO,0,0,29420.876402798804,1389909392298.6414,0
1805,4237,Northaven Switching Station,,32.90142,-96.80983,32.8974,-96.79407,EDGES_MID_LO,0,0,33228.84809996908,1389537624730.723,0
4236,4237,,,32.89954,-96.77017,32.8974,-96.79407,EDGES_MID_LO,0,0,34396.99460714304,1389537624730.723,0
3632,1394,,Andrews County South Switching Station,32.12134,-102.52879,32.16367,-102.77679,EDGES_HIGH,0,0,95374.50667386157,1388666843078.5264,0
4956,3343,,,30.16272,-97.77114,30.15586,-97.77331,EDGES_MID_LO,0,0,39964.03857847469,1386507328984.5586,0
1892,3343,Turnersville Substation,,30.07392,-97.78299,30.15586,-97.77331,EDGES_MID_LO,0,0,43998.03857847318,1386507328984.5586,0
2344,2419,Sheriff's Posse Substation,Marion Substation,29.66452,-98.16265,29.62073,-98.14887,EDGES_MID_LO,0,0,20030.701300440094,1385349521119.0547,0
4536,2497,,Everman Substation,32.63685,-97.214,32.64001,-97.25149,EDGES_HIGH,0,0,76646.50126012422,1383189070247.4785,0
5290,5286,,,32.63256,-97.11184,32.64068,-97.08701,EDGES_HIGH,0,0,65777.64583948701,1383189070247.4785,0
4536,5290,,,32.63685,-97.214,32.63256,-97.11184,EDGES_HIGH,0,0,72930.63991558635,1383189070247.4785,0
2042,2043,Cuero Substation,Thomaston Substation,29.10746,-97.27222,28.99759,-97.1487,EDGES_MID_LO,0,0,17004.7029359529,1383042858077.036,0
688,1900,Friendship Substation,Rutherford Substation,30.16685,-97.94526,30.11771,-97.98582,EDGES_MID_LO,0,0,23434.94306366917,1382093869949.7632,0
5044,2476,,Moss Substation,31.93346,-102.46403,31.81281,-102.4955,EDGES_MID_LO,0,0,131536.65409389316,1379014858619.1338,0
4673,2670,,TXI Substation,29.78479,-98.07078,29.80326,-98.04076,EDGES_HIGH,0,0,18343.25142953608,1378956998686.2742,0
1678,1494,Aurora Substation,Rhome Substation,33.05121,-97.54825,33.07647,-97.47424,EDGES_MID_LO,0,0,24828.816768735764,1377375744193.3062,0
2739,2741,East Bernard Substation,Wallis Substation,29.52352,-96.07036,29.63106,-96.07634,EDGES_MID_LO,0,0,13468.866082193828,1376574338936.2825,0
1578,1579,Bruni Substation,Bruni Substation,27.43961,-98.83598,27.43548,-98.83012,EDGES_MID_LO,0,0,24170.38201138871,1373136421191.1821,0
2712,1653,College Station Switching Station,Post Oak Substation,30.62764,-96.29439,30.62242,-96.3064,EDGES_MID_LO,0,0,13596.53968759985,1370010681985.3264,0
2216,2217,Mesquite Station,Lawson Road Substation,32.76017,-96.57562,32.70778,-96.56313,EDGES_MID_LO,0,0,10635.816781659323,1369199275371.8909,0
4316,2468,,Seagoville Switching Station,32.64797,-96.46629,32.67354,-96.5462,EDGES_MID_LO,0,0,101267.02723660239,1369048395840.769,0
4316,4317,,,32.64797,-96.46629,32.64248,-96.45245,EDGES_MID_LO,0,0,98125.9573953325,1369048395840.769,0
4320,4317,,,32.60106,-96.32842,32.64248,-96.45245,EDGES_MID_LO,0,0,95180.493903269,1369048395840.769,0
2712,4969,College Station Switching Station,,30.62764,-96.29439,30.6181,-96.28416,EDGES_MID_LO,0,0,25549.797624108116,1364186882991.0981,0
2185,3177,East Munday Substation,,33.45341,-99.60305,33.59037,-99.70543,EDGES_MID_LO,0,0,28859.87956580449,1361298492063.735,0
962,2740,Dobbin Substation,Navasota Substation,30.35076,-95.78147,30.37519,-96.02745,EDGES_MID_LO,0,0,9334.651913500516,1359711203769.1233,0
5048,2476,,Moss Substation,31.82131,-102.4978,31.81281,-102.4955,EDGES_HIGH,0,0,128461.35359896302,1356762700414.0364,0
3977,5450,,,32.81098,-97.15857,32.81267,-97.13963,EDGES_MID_LO,0,0,60098.156816670475,1355018167932.7073,0
5450,1851,,Euless South Substation,32.81267,-97.13963,32.81514,-97.12219,EDGES_MID_LO,0,0,35470.05681667067,1355018167932.7073,0
3977,3989,,,32.81098,-97.15857,32.79284,-97.22236,EDGES_MID_LO,0,0,63834.292603106274,1355018167932.7073,0
2688,2154,Weiderstein Substation,Tri-County Substation,29.59919,-98.26515,29.60987,-98.27096,EDGES_MID_LO,0,0,18304.209989511466,1353915980419.9521,0
5264,5412,,,32.9054,-97.42703,32.90551,-97.42497,EDGES_MID_LO,0,0,25839.893912150277,1353481138338.4216,0
2393,1095,Whitepoint Substation,Papalote Creek Wind Farm Substation,27.93576,-97.36088,27.95107,-97.42597,EDGES_HIGH,0,0,40574.89329344565,1352025260188.5225,0
56,1354,Wolf Switching Station,El Mar Substation,31.60194,-102.9336,31.78806,-103.61994,EDGES_HIGH,0,0,177522.49230204782,1351490646828.653,0
2817,5369,East Levee Substation,,32.78401,-96.81978,32.79656,-96.82025,EDGES_MID_LO,0,0,19461.318212859478,1344320215919.6035,0
5410,5411,,,33.00226,-97.4532,33.03812,-97.47728,EDGES_HIGH,0,0,31792.07990510874,1344185293284.9778,0
2219,36,Decker Switchyard,Hornsby Substation,30.30518,-97.61411,30.23175,-97.6137,EDGES_MID_LO,0,0,24822.570365886124,1342252198193.3606,0
4073,3678,,,33.10251,-95.05161,33.46759,-95.37168,EDGES_HIGH,0,0,75265.04902394772,1341855902451.1812,0
2520,3678,Paris Substation,,33.63918,-95.58059,33.46759,-95.37168,EDGES_HIGH,0,0,74703.98304416724,1341855902451.1812,0
1972,4949,Alden Substation,,30.23207,-95.51526,30.29175,-95.51838,EDGES_MID_LO,0,0,14819.609871663306,1341289956341.6235,0
4864,2167,,Sharpstown Substation,29.66711,-95.48255,29.70153,-95.48734,EDGES_MID_LO,0,0,26515.130401615683,1339756467789.779,0
2768,4931,Grant Substation,,29.70333,-95.40172,29.68517,-95.40012,EDGES_MID_LO,0,0,12768.841269842387,1336699943895.557,0
208,1404,Lamesa Solar Substation,Key Substation,32.71942,-101.93628,32.69251,-101.78935,EDGES_MID_LO,0,0,77500.30189186477,1332507101688.8638,0
2384,579,North Edinburg Substation,McColl Road Substation,26.34322,-98.18933,26.30915,-98.19419,EDGES_MID_LO,0,0,20967.12894121417,1330396607154.5315,0
4713,2599,,Nacogdoches Road Substation,29.54974,-98.44942,29.53157,-98.42434,EDGES_MID_LO,0,0,27836.05463346517,1329602127514.211,0
219,4949,Woodhaven Substation,,30.31961,-95.55625,30.29175,-95.51838,EDGES_MID_LO,0,0,19531.626641985735,1324482233510.6865,0
4530,3310,,,33.02549,-96.52767,33.06085,-96.60913,EDGES_MID_LO,0,0,67916.48103141614,1315730460223.9756,0
4531,4118,,,33.02104,-96.52426,33.01269,-96.49998,EDGES_MID_LO,0,0,82485.60627937067,1315730460223.9756,0
4530,4531,,,33.02549,-96.52767,33.02104,-96.52426,EDGES_MID_LO,0,0,74672.6910748042,1315730460223.9756,0
2489,4118,Royse Substation,,32.96895,-96.35095,33.01269,-96.49998,EDGES_MID_LO,0,0,86337.13008889495,1315730460223.9756,0
2488,3310,Allen Switching Station,,33.06025,-96.69999,33.06085,-96.60913,EDGES_HIGH,0,0,62765.30008496162,1315730460223.9756,0
434,435,El Toro Switching Station,Edna Substation,28.96081,-96.72634,29.00446,-96.63791,EDGES_MID_LO,0,0,12903.340414324233,1315071973425.1384,0
2840,970,Fort Lancaster,Mesa View Substation,30.66348,-101.77889,30.8246,-102.03258,EDGES_MID_LO,0,0,70209.47821261254,1315016083059.7095,0
1901,2311,Wilson Substation,Olmos Substation,29.33786,-98.17281,29.40057,-98.0717,EDGES_MID_LO,0,0,20941.294277016274,1310805611162.1592,0
1384,78,Wink Substation,Yucca Drive Switching Station,31.76315,-103.14494,31.58797,-102.95529,EDGES_MID_LO,0,0,139123.87500492347,1308171011583.1965,0
2472,2213,Ben Davis Substation,Firewheel Substation,32.95761,-96.61178,32.98132,-96.64038,EDGES_MID_LO,0,0,12807.427775058295,1305568761235.6357,0
1960,2132,Turtle Creek Substation,Verde Creek Substation,29.96899,-99.20726,29.93315,-99.05521,EDGES_MID_LO,0,0,18050.327883228045,1304781877886.3684,0
2632,4856,Louetta Substation,,30.04522,-95.48057,30.06013,-95.51312,EDGES_MID_LO,0,0,17278.28717735853,1297618283601.0894,0
1992,1989,Greenbelt Substation,Tejas Substation,29.37969,-94.93466,29.38007,-94.92292,EDGES_MID_LO,0,0,10556.0,1296990030984.8362,0
1973,182,West Columbia Main Substation,FM 524 Substation,29.15448,-95.65724,29.06439,-95.73525,EDGES_MID_LO,0,0,10541.333333333332,1294497452853.6514,0
130,1324,Teague Main Substation,Mexia Substation,31.64738,-96.29671,31.68287,-96.48648,EDGES_MID_LO,0,0,6349.222440125336,1294252078049.4866,0
153,2948,Intermediate Substation,,29.60677,-95.44696,29.64843,-95.4507,EDGES_MID_LO,0,0,19826.151979877606,1291180623399.185,0
2851,4452,Galena Park Substation,,29.74585,-95.23092,29.74798,-95.20761,EDGES_MID_LO,0,0,18918.464285714286,1285371217923.3381,0
4963,1886,,Taylor Substation,29.75451,-95.20596,29.75111,-95.19437,EDGES_MID_LO,0,0,10509.369047619044,1285371217923.3381,0
4963,4452,,,29.75451,-95.20596,29.74798,-95.20761,EDGES_MID_LO,0,0,14705.464285714284,1285371217923.3381,0
5240,75,,Wolf Hollow Substation,32.38645,-97.68298,32.33789,-97.7334,EDGES_HIGH,0,0,24157.585656305586,1285207266056.9128,0
408,437,Hillje Substation,Louise Substation,29.19092,-96.35558,29.10453,-96.454,EDGES_MID_LO,0,0,12446.65958567577,1283907566718.8157,0
4686,1734,,Santiago Substation,30.98054,-100.5459,31.11624,-100.51322,EDGES_MID_LO,0,0,74553.69730030188,1280201503437.5073,0
1737,4686,PAVE PAWS Substation,,30.97954,-100.55125,30.98054,-100.5459,EDGES_MID_LO,0,0,70946.55268609234,1280201503437.5073,0
4760,2286,,Paleface Substation,30.39494,-98.07281,30.42673,-98.10867,EDGES_MID_LO,0,0,48770.270820842205,1279095022892.581,0
4760,1907,,Bee Creek Substation,30.39494,-98.07281,30.34696,-98.00442,EDGES_MID_LO,0,0,44781.43748750876,1279095022892.581,0
4882,1284,,Knob Creek Switching Station,31.06943,-97.3077,31.0562,-97.31296,EDGES_HIGH,0,0,23919.815323943083,1276729052829.5566,0
4882,2453,,Temple Switching Station,31.06943,-97.3077,31.07924,-97.30788,EDGES_HIGH,0,0,27577.964458142204,1276729052829.5566,0
2784,5248,Benbrook Substation,,32.68532,-97.47123,32.68091,-97.47258,EDGES_HIGH,0,0,17277.907219720095,1276031897182.6384,0
5248,5271,,,32.68091,-97.47258,32.64858,-97.54299,EDGES_HIGH,0,0,19326.66417274535,1276031897182.6384,0
1299,2428,Killeen South Substation,Killeen Substation,31.063,-97.76857,31.0397,-97.72313,EDGES_MID_LO,0,0,24756.728269906926,1275068446789.6582,0
2309,2310,Seguin Substation,Capote Substation,29.5944,-97.95633,29.56831,-97.87835,EDGES_MID_LO,0,0,30717.271589039014,1271977503263.893,0
2518,2519,Bridges Substation,Colony Substation,33.12332,-96.85967,33.08489,-96.88382,EDGES_MID_LO,0,0,20407.964226388132,1271567383619.2366,0
745,746,E. Babe Smith Substation,Naruna Substation,30.9915,-98.19826,31.04763,-98.1909,EDGES_MID_LO,0,0,37265.104943390004,1271409491546.653,0
2435,4781,Winchester Substation,,30.04413,-96.98684,30.04637,-96.994,EDGES_MID_LO,0,0,21606.94394481197,1270577109234.995,0
33,1951,Ashton Woods,Jollyville Substation,30.44337,-97.70491,30.47957,-97.78153,EDGES_MID_LO,0,0,15632.720264134174,1269357469620.9863,0
2442,1558,Gibbons Creek Station,Carlos Switching Station,30.62119,-96.08658,30.61608,-96.16187,EDGES_MID_LO,0,0,13806.20590126202,1269071466681.4744,0
4355,5350,,,32.96476,-97.26325,32.94378,-97.26119,EDGES_MID_LO,0,0,40913.94693695588,1266835854403.0981,0
4354,5347,,,32.94173,-97.25606,32.94019,-97.26124,EDGES_MID_LO,0,0,32559.1469369559,1266835854403.0981,0
4354,5350,,,32.94173,-97.25606,32.94378,-97.26119,EDGES_MID_LO,0,0,36733.546936955914,1266835854403.0981,0
5346,5347,,,32.92413,-97.2614,32.94019,-97.26124,EDGES_MID_LO,0,0,28393.546936955903,1266835854403.0981,0
210,4355,Facebook Data Center,,32.98562,-97.26187,32.96476,-97.26325,EDGES_MID_LO,0,0,45096.34693695573,1266835854403.0981,0
920,921,Childress 20th Street Substation,Henry Substation,34.436,-100.2248,34.43051,-100.22739,EDGES_MID_LO,1,44937.1551724138,25325.999999999996,1265657080504.3096,0
644,645,La Grange Substation,Fayette Plant #2 Substation,29.93282,-96.87433,29.91346,-96.75604,EDGES_MID_LO,0,0,20270.745580805527,1264098774400.768,0
2552,4709,Bandera Road Substation,,29.49864,-98.61003,29.48002,-98.62828,EDGES_MID_LO,0,0,31591.486904928854,1260929736513.5315,0
