ercot_substation,lat,lon,match_source,confidence,score,matched_name,load_zone,max_voltage_kv,eia_plant_code,osm_id,propagated_from
ESCONDID,28.72856,-100.474555,osm,high,100.0,Escondido Substation,LZ_SOUTH,138.0,,21114385,
ESFLT,33.5,-97.0,lz_centroid,none,0,,LZ_NORTH,138.0,,,
ESKSW,32.444171,-97.072798,propagated,low,0,,LZ_WEST,138.0,,,VENSW
ESPERA,29.800499,-98.665011,osm,medium,88.2,Esperanza Substation,LZ_SOUTH,138.0,,854394559,
ESPERANZ,29.800499,-98.665011,osm,high,100.0,Esperanza Substation,LZ_SOUTH,138.0,,854394559,
ESPU,33.543862,-100.897118,osm,medium,82.3,Espuela Substation,LZ_WEST,69.0,,468792527,
ESPULA9,33.543862,-100.897118,osm,high,92.7,Espuela Substation,LZ_WEST,69.0,,468792527,
ESPYWELL,30.522409,-103.926931,osm,high,95.6,Espy Wells Substation,LZ_WEST,69.0,,503390923,
ESTAC,26.523359,-99.017108,propagated,low,0,,LZ_WEST,138.0,,,STARR
ESTEL,32.365876,-99.525652,osm,medium,87.8,Estes Station,LZ_NORTH,138.0,,516467558,
ESTELLIN,34.545442,-100.449855,osm,high,100.0,Estelline Substation,LZ_WEST,69.0,,498280298,
ESTILES,32.365876,-99.525652,osm,medium,90.7,Estes Station,LZ_WEST,138.0,,516467558,
ESTLD,32.865417,-97.099401,propagated,low,0,,LZ_WEST,69.0,,,EULES
ESTONIAN,33.457143,-95.667897,eia860,medium,83.5,"Estonian Solar Project, LLC",LZ_NORTH,138.0,66872,,
ET,29.8,-95.3,lz_centroid,none,0,,LZ_HOUSTON,69.0,,,
ETCCS,29.271,-98.456,propagated,low,0,,LZ_NORTH,138.0,,,BEXAR_ES
ETH,29.8,-95.3,lz_centroid,none,0,,LZ_HOUSTON,138.0,,,
ETP,29.10825,-96.536197,osm,high,100,ETP Substation,LZ_SOUTH,138.0,,515820387,
EU,30.752638,-95.225219,propagated,low,0,,LZ_HOUSTON,138.0,,,PT
EULER,26.167627,-98.097755,propagated,low,0,,LZ_SOUTH,138.0,,,ELGATO
EULES,32.865417,-97.099401,osm,high,97.3,Euless Substation,LZ_NORTH,138.0,,341030400,
EULSO,32.865417,-97.099401,propagated,low,0,,LZ_NORTH,138.0,,,EULES
EULTB,35.40238,-101.15404,propagated,low,0,,LZ_NORTH,138.0,,,RAILHEAD
EUNICE,32.443016,-103.193513,osm,high,100.0,Eunice Substation,LZ_WEST,345.0,,195500832,
EURKB,33.5,-97.0,lz_centroid,none,0,,LZ_NORTH,138.0,,,
EUSTC,32.760166,-96.575623,propagated,low,0,,LZ_NORTH,138.0,,,MESQT
EUSTSERC,33.5,-97.0,lz_centroid,none,0,,LZ_NORTH,138.0,,,
EVANALRC,31.503698,-97.762643,propagated,low,0,,LZ_NORTH,138.0,,,GATESVL2
EVANT,29.613707,-97.478585,propagated,low,0,,LZ_NORTH,138.0,,,OTTINE
EVLN_ESS,29.271,-98.456,propagated,low,0,,LZ_HOUSTON,138.0,,,BEXAR_ES
EVRSW,35.91254,-97.604869,propagated,low,0,,LZ_NORTH,345.0,,,CRSCN
EWALD,30.897694,-101.992287,propagated,low,0,,LZ_WEST,69.0,,,MESAVIEW
EX,31.4647,-96.985,propagated,low,0,,LZ_HOUSTON,138.0,,,LK
EXCSW,32.295946,-102.54,propagated,low,0,,LZ_NORTH,345.0,,,BAKKE
EXGNSND,32.311556,-100.061589,propagated,low,0,,LZ_SOUTH,138.0,,,BUFFALO
EXGNWTL,29.234722,-100.209167,propagated,low,0,,LZ_SOUTH,138.0,,,ANACACHO
EXKE,26.191337,-97.665118,propagated,low,0,,LZ_WEST,69.0,,,E_HARRIS
EXN,32.3983,-100.6481,propagated,low,0,,LZ_HOUSTON,138.0,,,CHAMPION
EXPKY,25.977182,-97.384493,propagated,low,0,,LZ_NORTH,138.0,,,LOMA_ALT
EXPLORRC,29.271,-98.456,propagated,low,0,,LZ_NORTH,138.0,,,BEXAR_ES
EXPLSSRC,33.5,-97.0,lz_centroid,none,0,,LZ_NORTH,138.0,,,
EXPSW,26.523359,-99.017108,propagated,low,0,,LZ_WEST,138.0,,,STARR
EZACH,33.5,-97.0,lz_centroid,none,0,,LZ_NORTH,138.0,,,
E_BLACK,30.659334,-96.298712,osm,medium,87.7,East Substation,LZ_SOUTH,138.0,,100103259,
E_HARRIS,26.191337,-97.665118,osm,high,97.9,East Harrison Substation,LZ_SOUTH,69.0,,501854959,
F0,29.271,-98.456,propagated,low,0,,LZ_SOUTH,138.0,,,BEXAR_ES
F1,30.159671,-95.810084,propagated,low,0,,LZ_SOUTH,138.0,,,MACEDO
F2,29.22717,-99.699701,propagated,low,0,,LZ_SOUTH,138.0,,,DOWNIES
F3,29.271,-98.456,propagated,low,0,,LZ_SOUTH,138.0,,,BEXAR_ES
F4,26.22939,-98.008742,propagated,low,0,,LZ_SOUTH,138.0,,,WESLACO
F5,29.22717,-99.699701,propagated,low,0,,LZ_SOUTH,138.0,,,DOWNIES
FAGUSSLR,26.22939,-98.008742,propagated,low,0,,LZ_WEST,345.0,,,WESLACO
FAIRDALE,32.913952,-96.661658,osm,high,100,Fairdale Substation,LZ_NORTH,138.0,,284642873,
FAIRLA,30.645131,-98.258172,osm,high,92.9,Fairland Substation,LZ_SOUTH,138.0,,504635078,
FAIROA,29.795092,-98.593474,osm,medium,88.2,Fair Oaks Substation,LZ_SOUTH,138.0,,146626136,
FAIRVIEW,32.870498,-97.597856,propagated,low,0,,LZ_NORTH,138.0,,,FLATROCK
FAL,29.271,-98.456,propagated,low,0,,LZ_NORTH,138.0,,,BEXAR_ES
FALCNSW,26.543821,-99.095474,osm,medium,85.2,Falcon Switching Station,LZ_SOUTH,138.0,,453123224,
FALCON,26.5575,-99.1642,eia860,medium,90.1,Falcon Dam & Power,LZ_SOUTH,138.0,6410,,
FALFUR,27.24211,-98.142366,osm,medium,84.1,Falfurrias Substation,LZ_SOUTH,138.0,,511539470,
FAN,31.4647,-96.985,propagated,low,0,,LZ_HOUSTON,138.0,,,LK
FANNINS,28.691702,-97.233681,osm,high,98.4,Fannin Substation,LZ_SOUTH,69.0,,174695073,
FARMLAND,32.311556,-100.061589,propagated,low,0,,LZ_WEST,345.0,,,BUFFALO
FARON,32.709814,-97.405338,osm,medium,88.4,Faron Street Substation,LZ_NORTH,138.0,,40912004,
FARRAR,29.271,-98.456,propagated,low,0,,LZ_NORTH,138.0,,,BEXAR_ES
FASHING,28.837904,-98.184543,osm,high,100.0,Fashing Substation,LZ_SOUTH,138.0,,452922068,
FASHNGS,28.837904,-98.184543,osm,high,92.7,Fashing Substation,LZ_SOUTH,69.0,,452922068,
FATES,26.523359,-99.017108,propagated,low,0,,LZ_NORTH,138.0,,,STARR
FAULKNER,31.262381,-103.794852,eia860,high,100.0,Faulkner,LZ_WEST,138.0,65813,,
FAYETT,29.91829,-96.754885,osm,high,98.4,Fayette Plant #1 Substation,LZ_SOUTH,345.0,,93679327,
FAYS138,29.0,-98.0,lz_centroid,none,0,,LZ_SOUTH,138.0,,,
FB,30.752638,-95.225219,propagated,low,0,,LZ_HOUSTON,138.0,,,PT
FBRSW,26.523692,-98.745522,propagated,low,0,,LZ_NORTH,345.0,,,MESTENO
FCRSW,32.865417,-97.099401,propagated,low,0,,LZ_NORTH,138.0,,,EULES
FD,26.287936,-98.145074,propagated,low,0,,LZ_HOUSTON,138.0,,,SE
FDL,29.8,-95.3,lz_centroid,none,0,,LZ_HOUSTON,138.0,,,
FEGC,26.932675,-99.233708,propagated,low,0,,LZ_HOUSTON,138.0,,,ZAPATA
FENCESLR,29.271,-98.456,propagated,low,0,,LZ_NORTH,138.0,,,BEXAR_ES
FERD_ESS,30.479567,-97.781526,propagated,low,0,,LZ_SOUTH,138.0,,,JOLLYVIL
FERGCC,29.271,-98.456,propagated,low,0,,LZ_SOUTH,138.0,,,BEXAR_ES
FERGUS,30.555483,-98.371494,osm,high,92.9,Ferguson Substation,LZ_SOUTH,138.0,,192736943,
FERIS,31.740751,-102.213176,propagated,low,0,,LZ_NORTH,138.0,,,PEGAS
FERMI,31.813337,-106.178456,propagated,low,0,,LZ_SOUTH,138.0,,,COYOTE_W
FERRIS,29.323368,-99.74529,osm,high,100,Ferris Substation,LZ_SOUTH,69.0,,343881260,
FFD,30.076118,-99.336191,propagated,low,0,,LZ_NORTH,138.0,,,HUNTER
FGPOD,32.857896,-97.511964,propagated,low,0,,LZ_WEST,138.0,,,AZLES
FGRSW,32.865417,-97.099401,propagated,low,0,,LZ_NORTH,345.0,,,EULES
FHPOD,31.740751,-102.213176,propagated,low,0,,LZ_NORTH,138.0,,,PEGAS
FIDSW,31.843422,-102.868295,propagated,low,0,,LZ_WEST,345.0,,,PHOEBE
FIESTA,30.29497,-97.718712,osm,high,100,Fiesta Substation,LZ_SOUTH,69.0,,508542024,
FILESSLR,30.479567,-97.781526,propagated,low,0,,LZ_NORTH,345.0,,,JOLLYVIL
FILTER_P,25.925388,-97.465347,osm,high,98.9,Filter Plant Substation,LZ_SOUTH,138.0,,513680353,
FINCAS,29.0,-98.0,lz_centroid,none,0,,LZ_SOUTH,138.0,,,
FINKS,33.5,-97.0,lz_centroid,none,0,,LZ_NORTH,138.0,,,
FIREROCK,28.448148,-99.255124,propagated,low,0,,LZ_WEST,138.0,,,COTULAS
FIRON,33.520892,-101.973737,propagated,low,0,,LZ_WEST,138.0,,,UPLND
FIRWHEEL,32.981321,-96.640384,osm,high,98.9,Firewheel Substation,LZ_NORTH,138.0,,284553653,
FISCHE,29.933215,-98.205697,osm,high,98.4,Fischer Substation,LZ_SOUTH,138.0,,341351759,
FISHHOOK,27.827464,-97.524699,propagated,low,0,,LZ_WEST,138.0,,,KOCH_UP
FISKVILL,30.362138,-97.682991,osm,high,100.0,Fiskville Substation,LZ_SOUTH,138.0,,339152253,
FIVEWSLR,35.093889,-101.326111,propagated,low,0,,LZ_NORTH,345.0,,,GOODNIT1
FKLCY,29.271,-98.456,propagated,low,0,,LZ_WEST,138.0,,,BEXAR_ES
FL,31.4647,-96.985,propagated,low,0,,LZ_HOUSTON,138.0,,,LK
FLAND,31.0,-102.5,lz_centroid,none,0,,LZ_WEST,138.0,,,
FLATON,29.67827,-97.105761,osm,high,92.9,Flatonia Substation,LZ_SOUTH,138.0,,194910262,
FLATRO,30.509782,-98.20608,osm,high,92.9,Flatrock Substation,LZ_SOUTH,138.0,,504607228,
FLATROCK,32.870498,-97.597856,osm,high,100.0,Flat Rock Substation,LZ_NORTH,138.0,,393259491,
FLAT_TOP,31.684511,-98.603358,eia860,high,95.5,Flat Top Wind I,LZ_WEST,138.0,61212,,
FLCNS,32.865417,-97.099401,propagated,low,0,,LZ_WEST,345.0,,,EULES
FLGRV,31.740751,-102.213176,propagated,low,0,,LZ_WEST,138.0,,,PEGAS
FLINT,36.254049,-94.527621,osm,medium,85.5,Flint Creek Substation,LZ_NORTH,138.0,,109917474,
FLMSO,29.271,-98.456,propagated,low,0,,LZ_NORTH,138.0,,,BEXAR_ES
FLNTK,32.865417,-97.099401,propagated,low,0,,LZ_WEST,69.0,,,EULES
FLOMOT,34.25241,-100.989792,osm,high,100,Flomot Substation,LZ_WEST,69.0,,470322318,
FLOMTTAP,31.0,-102.5,lz_centroid,none,0,,LZ_WEST,69.0,,,
FLOREN,30.3033,-97.6128,propagated,low,0,,LZ_SOUTH,138.0,,,DECKER
FLOWERII,29.045645,-95.745296,propagated,low,0,,LZ_WEST,138.0,,,HILCORP
FLOYD,32.128234,-101.818895,propagated,low,0,,LZ_NORTH,138.0,,,TRIANGLE
FLRSW,31.0,-102.5,lz_centroid,none,0,,LZ_WEST,138.0,,,
FLSSN,33.5,-97.0,lz_centroid,none,0,,LZ_NORTH,69.0,,,
FLTCK,32.865417,-97.099401,propagated,low,0,,LZ_NORTH,138.0,,,EULES
FLTSW,31.740751,-102.213176,propagated,low,0,,LZ_NORTH,138.0,,,PEGAS
FLUVANNA,32.931944,-101.143611,eia860,high,100.0,Fluvanna,LZ_WEST,138.0,59245,,
FLWRGRVE,32.465874,-100.139167,propagated,low,0,,LZ_WEST,138.0,,,MCELMU
FM,31.4647,-96.985,propagated,low,0,,LZ_HOUSTON,138.0,,,LK
FM237Y,29.0,-98.0,lz_centroid,none,0,,LZ_SOUTH,138.0,,,
FM524,31.684511,-98.603358,propagated,low,0,,LZ_HOUSTON,138.0,,,FLAT_TOP
FMCK,31.593316,-100.178079,propagated,low,0,,LZ_WEST,69.0,,,MILES
FMRVL,34.892325,-97.554957,propagated,low,0,,LZ_NORTH,345.0,,,PAYNE
FM_802,35.40238,-101.15404,propagated,low,0,,LZ_SOUTH,138.0,,,RAILHEAD
FNDRS,32.857896,-97.511964,propagated,low,0,,LZ_NORTH,138.0,,,AZLES
FNDSW,33.520892,-101.973737,propagated,low,0,,LZ_WEST,138.0,,,UPLND
FOARDCTY,30.594908,-101.453021,propagated,low,0,,LZ_WEST,345.0,,,RANCHERO
FORCRNS,29.39521,-95.04077,propagated,low,0,,LZ_SOUTH,138.0,,,MAINLAND
FORDTRN,29.10504,-97.022111,osm,high,99.3,Fordtran Substation,LZ_SOUTH,69.0,,515820484,
FOREST,32.039,-101.22,eia860,medium,82.6,Forest Creek Wind Farm LLC,LZ_NORTH,138.0,56394,,
FORESTON,32.255588,-96.864641,osm,high,95.1,Forreston Substation,LZ_NORTH,69.0,,552002257,
FORMOSA,28.683605,-96.551155,osm,high,100,Formosa Substation,LZ_SOUTH,138.0,,337764365,
FORSN,32.080307,-101.416747,osm,high,97.3,Forsan Substation,LZ_WEST,138.0,,468019568,
FORSW,29.271,-98.456,propagated,low,0,,LZ_NORTH,345.0,,,BEXAR_ES
FORTDAVI,26.191337,-97.665118,propagated,low,0,,LZ_WEST,69.0,,,E_HARRIS
FORTMA,28.683605,-96.551155,osm,medium,84.7,Formosa Substation,LZ_SOUTH,138.0,,337764365,
FOS,31.4647,-96.985,propagated,low,0,,LZ_HOUSTON,138.0,,,LK
FOSTER,29.701923,-95.846686,osm,high,100.0,Foster Substation,LZ_SOUTH,69.0,,582452959,
FOSTSW,31.0,-102.5,lz_centroid,none,0,,LZ_WEST,138.0,,,
FOURMI,32.303889,-100.021667,propagated,low,0,,LZ_WEST,138.0,,,CALLAHAN
FOWLRTON,28.371332,-98.800567,osm,high,100.0,Fowlerton Substation,LZ_SOUTH,345.0,,489376594,
FOX,29.167065,-95.440647,propagated,low,0,,LZ_NORTH,138.0,,,ANGLETON
FOXTAIL,33.646257,-99.420988,osm,high,100,Foxtail Switching Station,LZ_WEST,345.0,,519131266,
FOXTROT,32.104125,-100.162375,propagated,low,0,,LZ_SOUTH,345.0,,,HOLSTEIN
FP,31.4647,-96.985,propagated,low,0,,LZ_HOUSTON,138.0,,,LK
FPP138,29.67827,-97.105761,propagated,low,0,,LZ_SOUTH,138.0,,,FLATON
FPPRIP,29.0,-98.0,lz_centroid,none,0,,LZ_SOUTH,138.0,,,
FPPYD1,30.251086,-97.487178,propagated,low,0,,LZ_SOUTH,345.0,,,AUSTRO
FPPYD2,29.271,-98.456,propagated,low,0,,LZ_SOUTH,345.0,,,BEXAR_ES
FPTSW,31.0,-102.5,lz_centroid,none,0,,LZ_WEST,345.0,,,
FR,31.4647,-96.985,propagated,low,0,,LZ_HOUSTON,138.0,,,LK
FRA,33.543862,-100.897118,propagated,low,0,,LZ_NORTH,69.0,,,ESPULA9
FRANKC,29.0,-98.0,lz_centroid,none,0,,LZ_SOUTH,69.0,,,
FRDSWOOD,29.461255,-95.056987,propagated,low,0,,LZ_HOUSTON,138.0,,,DICKNSON
FRE,33.5,-97.0,lz_centroid,none,0,,LZ_NORTH,69.0,,,
FREC,32.913952,-96.661658,propagated,low,0,,LZ_NORTH,345.0,,,FAIRDALE
FREDER,27.940566,-98.868366,osm,high,92.5,Freer Substation,LZ_SOUTH,138.0,,452293712,
FREDON,30.894628,-99.119033,osm,high,92.9,Fredonia Substation,LZ_SOUTH,69.0,,493526351,
FREDPHIL,31.593316,-100.178079,propagated,low,0,,LZ_SOUTH,69.0,,,MILES
FREER,27.940566,-98.868366,osm,high,100,Freer Substation,LZ_SOUTH,69.0,,452293712,
FREERS,27.940566,-98.868366,osm,high,97.3,Freer Substation,LZ_SOUTH,69.0,,452293712,
FREIHE,31.105018,-102.296605,propagated,low,0,,LZ_SOUTH,138.0,,,BOBCAT
FRELSB,29.835637,-96.615989,osm,medium,88.2,Frelsburg Substation,LZ_SOUTH,138.0,,511344014,
FRENDSHP,29.045645,-95.745296,propagated,low,0,,LZ_NORTH,138.0,,,HILCORP
FRFWS,32.865417,-97.099401,propagated,low,0,,LZ_NORTH,138.0,,,EULES
FRIEND,30.166849,-97.945265,osm,medium,84.1,Friendship Substation,LZ_SOUTH,138.0,,508455308,
FRIO,29.022042,-99.343459,osm,medium,89.4,Frio Town Substation,LZ_SOUTH,69.0,,344086411,
FRIOTOS,29.022042,-99.343459,osm,medium,83.6,Frio Town Substation,LZ_SOUTH,69.0,,344086411,
FRIR,26.191337,-97.665118,propagated,low,0,,LZ_WEST,69.0,,,E_HARRIS
FRK,31.4647,-96.985,propagated,low,0,,LZ_HOUSTON,138.0,,,LK
FRMBG,29.37052,-94.911296,propagated,low,0,,LZ_NORTH,138.0,,,TERMINAL
FRMBR,31.503698,-97.762643,propagated,low,0,,LZ_NORTH,138.0,,,GATESVL2
FRMNT,32.760166,-96.575623,propagated,low,0,,LZ_NORTH,138.0,,,MESQT
FRMRSVLE,31.503698,-97.762643,propagated,low,0,,LZ_NORTH,69.0,,,GATESVL2
FRMRSVLW,28.985999,-95.358109,propagated,low,0,,LZ_NORTH,138.0,,,DOW
FRNKF,33.5,-97.0,lz_centroid,none,0,,LZ_NORTH,138.0,,,
FRNKS,32.865417,-97.099401,propagated,low,0,,LZ_NORTH,69.0,,,EULES
FRNYPP,26.932675,-99.233708,propagated,low,0,,LZ_NORTH,345.0,,,ZAPATA
FRNYW_RC,32.311556,-100.061589,propagated,low,0,,LZ_NORTH,138.0,,,BUFFALO
FROKS,33.5,-97.0,lz_centroid,none,0,,LZ_NORTH,138.0,,,
FRONTERA,26.208,-98.3992,eia860,high,100.0,Frontera Energy Center,LZ_SOUTH,138.0,55098,,
FRONT_EC,33.021601,-99.61463,propagated,low,0,,LZ_SOUTH,138.0,,,AZURE
FROWS,32.128234,-101.818895,propagated,low,0,,LZ_NORTH,138.0,,,TRIANGLE
FRPHILLT,32.482748,-99.926677,propagated,low,0,,LZ_SOUTH,69.0,,,CAPELLA
FRPOI,29.045645,-95.745296,propagated,low,0,,LZ_WEST,138.0,,,HILCORP
FRS,33.5,-97.0,lz_centroid,none,0,,LZ_NORTH,138.0,,,
FRSCW,31.788062,-103.61994,propagated,low,0,,LZ_NORTH,138.0,,,ELMAR
FRSTN,32.865417,-97.099401,propagated,low,0,,LZ_NORTH,69.0,,,EULES
FRTGATES,33.270879,-100.626456,propagated,low,0,,LZ_NORTH,69.0,,,JAYTON9
FRWYPARK,29.404072,-94.995011,osm,medium,86.5,Freeway Park Substation,LZ_HOUSTON,138.0,,336628605,
FRY,31.4647,-96.985,propagated,low,0,,LZ_HOUSTON,138.0,,,LK
FRYE_SLR,35.093889,-101.326111,propagated,low,0,,LZ_WEST,345.0,,,GOODNIT1
FSCRK,32.865417,-97.099401,propagated,low,0,,LZ_NORTH,138.0,,,EULES
FSHSW,32.865417,-97.099401,propagated,low,0,,LZ_WEST,345.0,,,EULES
FSREA,32.865417,-97.099401,propagated,low,0,,LZ_NORTH,69.0,,,EULES
FSTHL,33.048156,-97.034996,propagated,low,0,,LZ_NORTH,138.0,,,WEAST
FSTVW,33.5,-97.0,lz_centroid,none,0,,LZ_NORTH,138.0,,,
FT,29.563235,-95.800453,osm,medium,89.4,Fort Bend Substation,LZ_HOUSTON,138.0,,127588217,
FTBLOCKS,32.465874,-100.139167,propagated,low,0,,LZ_WEST,138.0,,,MCELMU
FTDUNCAN,35.40238,-101.15404,propagated,low,0,,LZ_SOUTH,138.0,,,RAILHEAD
FTLN,32.482748,-99.926677,propagated,low,0,,LZ_WEST,69.0,,,CAPELLA
FTPHPUMP,26.167627,-98.097755,propagated,low,0,,LZ_WEST,69.0,,,ELGATO
FTPP,28.448148,-99.255124,propagated,low,0,,LZ_WEST,138.0,,,COTULAS
FTR,28.985999,-95.358109,propagated,low,0,,LZ_HOUSTON,345.0,,,DOW
FTSSW,32.128234,-101.818895,propagated,low,0,,LZ_NORTH,345.0,,,TRIANGLE
FTST,31.593316,-100.178079,propagated,low,0,,LZ_WEST,138.0,,,MILES
FTWIND,32.311556,-100.061589,propagated,low,0,,LZ_NORTH,345.0,,,BUFFALO
FTWORTH,33.404486,-96.082472,propagated,low,0,,LZ_NORTH,138.0,,,CONIGLIO
FT_CHADB,32.016989,-100.274491,osm,medium,88.2,Fort Chadbourne Substation,LZ_WEST,138.0,,491192842,
FUL,31.4647,-96.985,propagated,low,0,,LZ_HOUSTON,138.0,,,LK
FULTONCP,28.046734,-97.064204,osm,high,92.9,Fulton Substation,LZ_SOUTH,69.0,,514740411,
FURHMAN,29.0,-98.0,lz_centroid,none,0,,LZ_SOUTH,138.0,,,
FVLSW,33.5,-97.0,lz_centroid,none,0,,LZ_NORTH,345.0,,,
FW,31.4647,-96.985,propagated,low,0,,LZ_HOUSTON,138.0,,,LK
FWLR_SLR,35.254028,-101.185906,propagated,low,0,,LZ_WEST,138.0,,,GRANDVW1
FZ,31.4647,-96.985,propagated,low,0,,LZ_HOUSTON,138.0,,,LK
G0,32.358321,-99.700289,propagated,low,0,,LZ_SOUTH,138.0,,,WALKER
G1,29.271,-98.456,propagated,low,0,,LZ_SOUTH,138.0,,,BEXAR_ES
G2,34.6675,-102.577778,propagated,low,0,,LZ_SOUTH,138.0,,,MARIAH
G3,30.479567,-97.781526,propagated,low,0,,LZ_SOUTH,138.0,,,JOLLYVIL
G4,30.231749,-97.613703,propagated,low,0,,LZ_SOUTH,138.0,,,HORNSB
GA,29.62972,-95.151201,propagated,low,0,,LZ_HOUSTON,138.0,,,SW
GABRIE,30.667287,-97.661459,osm,high,98.4,Gabriel Substation,LZ_SOUTH,138.0,,122981720,
GAF,29.461255,-95.056987,propagated,low,0,,LZ_HOUSTON,138.0,,,DICKNSON
GAIA_SLR,29.271,-98.456,propagated,low,0,,LZ_NORTH,138.0,,,BEXAR_ES
GAILS,32.658347,-101.458819,osm,high,95.6,Gail Substation,LZ_WEST,138.0,,458726878,
GAINSVIL,33.5,-97.0,lz_centroid,none,0,,LZ_NORTH,69.0,,,
GALLOWAY,31.435932,-99.796613,eia860,high,100.0,Galloway 1 Solar Farm,LZ_WEST,345.0,61920,,
GALOTA,29.0,-98.0,lz_centroid,none,0,,LZ_SOUTH,69.0,,,
GALOW,29.0,-98.0,lz_centroid,none,0,,LZ_SOUTH,138.0,,,
GAMBIT,30.559511,-98.337565,propagated,low,0,,LZ_HOUSTON,138.0,,,WIRTZ
GAMMA,33.060255,-96.699995,propagated,low,0,,LZ_NORTH,138.0,,,ALLNC
GANADO,29.109147,-96.528761,eia860,high,100.0,Ganado Solar,LZ_SOUTH,138.0,67284,,
GANADOS,29.109147,-96.528761,eia860,high,93.8,Ganado Solar,LZ_SOUTH,69.0,67284,,
GANDY,26.189629,-98.008193,osm,high,100,Gandy Substation,LZ_SOUTH,138.0,,513155561,
GAR,31.4647,-96.985,propagated,low,0,,LZ_HOUSTON,138.0,,,LK
GARCENO,26.411,-98.936779,osm,high,100,Garceno Substation,LZ_SOUTH,138.0,,512360957,
GARFIE,30.142305,-97.545906,osm,high,92.9,Garfield Substation,LZ_SOUTH,345.0,,173298395,
GARFIELD,30.142305,-97.545906,osm,high,100.0,Garfield Substation,LZ_SOUTH,138.0,,173298395,
GARWCI,29.0,-98.0,lz_centroid,none,0,,LZ_SOUTH,69.0,,,
GARWPREL,31.503698,-97.762643,propagated,low,0,,LZ_SOUTH,69.0,,,GATESVL2
GARWPUMP,29.515677,-96.409018,osm,medium,88.2,Garwood Pump Substation,LZ_SOUTH,69.0,,520305168,
GARZA,26.452287,-98.741112,osm,high,100,Garza Substation,LZ_SOUTH,138.0,,453123209,
GASCCR,32.916489,-96.631695,propagated,low,0,,LZ_WEST,345.0,,,WALNUT1
GASLD,32.249758,-102.82749,osm,medium,91.0,Gasland Substation,LZ_WEST,138.0,,490381950,
GASPAD,32.249758,-102.82749,osm,medium,84.7,Gasland Substation,LZ_WEST,138.0,,490381950,
GATESVIL,31.503698,-97.762643,osm,high,95.6,Gatesville Substation,LZ_NORTH,69.0,,508017113,
GATESVL2,31.503698,-97.762643,osm,medium,86.0,Gatesville Substation,LZ_NORTH,69.0,,508017113,
GATEWAY,33.5,-97.0,lz_centroid,none,0,,LZ_NORTH,138.0,,,
GATE_WAY,27.513499,-99.444311,osm,high,99.3,Gateway Substation,LZ_SOUTH,138.0,,451971586,
GATOR,28.985999,-95.358109,propagated,low,0,,LZ_WEST,138.0,,,DOW
GAUSS,33.479151,-99.661697,osm,high,100,Gauss Substation,LZ_WEST,345.0,,454066871,
GAVSW,33.5,-97.0,lz_centroid,none,0,,LZ_NORTH,138.0,,,
GAYHIL,30.271046,-96.471694,osm,high,92.7,Gay Hill Substation,LZ_SOUTH,138.0,,511133231,
GBY,29.883214,-95.111345,propagated,low,0,,LZ_HOUSTON,345.0,,,CHAMON
GCCPM,30.479567,-97.781526,propagated,low,0,,LZ_WEST,138.0,,,JOLLYVIL
GDL,31.503698,-97.762643,propagated,low,0,,LZ_NORTH,138.0,,,GATESVL2
GDLSW,34.773136,-102.30475,propagated,low,0,,LZ_NORTH,345.0,,,WINDMILL
GDLTP,32.865417,-97.099401,propagated,low,0,,LZ_NORTH,138.0,,,EULES
GDNSW,26.523692,-98.745522,propagated,low,0,,LZ_WEST,345.0,,,MESTENO
GDNVL,31.503698,-97.762643,propagated,low,0,,LZ_NORTH,138.0,,,GATESVL2
GDPRW,30.479567,-97.781526,propagated,low,0,,LZ_NORTH,138.0,,,JOLLYVIL
GDV,25.977182,-97.384493,propagated,low,0,,LZ_NORTH,138.0,,,LOMA_ALT
GE,31.262381,-103.794852,propagated,low,0,,LZ_HOUSTON,138.0,,,FAULKNER
GEB,33.473697,-100.857219,propagated,low,0,,LZ_HOUSTON,138.0,,,SPUD
GEMSBOK,31.0,-102.5,lz_centroid,none,0,,LZ_WEST,138.0,,,
GEMSCRYP,31.0,-102.5,lz_centroid,none,0,,LZ_WEST,138.0,,,
GEMSDVNS,28.985999,-95.358109,propagated,low,0,,LZ_WEST,138.0,,,DOW
GEMSORXP,31.450625,-103.09812,propagated,low,0,,LZ_WEST,138.0,,,PYOTE
GENESIS,32.865417,-97.099401,propagated,low,0,,LZ_HOUSTON,69.0,,,EULES
GENSISTF,35.105558,-101.81344,propagated,low,0,,LZ_HOUSTON,69.0,,,ARROWHDC
GEO,33.5,-97.0,lz_centroid,none,0,,LZ_NORTH,69.0,,,
GEOREA,29.999662,-98.102708,propagated,low,0,,LZ_SOUTH,138.0,,,WIMBER
GEORGE,28.403644,-98.194007,osm,high,92.9,George West Switching Station,LZ_SOUTH,138.0,,489376638,
GEORGWST,28.403644,-98.194007,osm,medium,91.7,George West Switching Station,LZ_SOUTH,138.0,,489376638,
GEORSO,35.40238,-101.15404,propagated,low,0,,LZ_SOUTH,138.0,,,RAILHEAD
GEOWEST,28.330963,-98.073187,osm,medium,84.9,George West Substation,LZ_SOUTH,138.0,,489376584,
GEOWSTS,29.0,-98.0,lz_centroid,none,0,,LZ_SOUTH,69.0,,,
GEPOD,32.857896,-97.511964,propagated,low,0,,LZ_WEST,138.0,,,AZLES
GERDAU,33.5,-97.0,lz_centroid,none,0,,LZ_NORTH,138.0,,,
